dat_site,LCT_shared,count,p_a
koe1 2019 8 4,Lumpenus sagitta,0,0
koe1 2019 8 4,Merluccius productus,0,0
koe1 2019 8 4,Microgadus proximus,0,0
koe1 2019 8 4,Microstomus pacificus,0,0
koe1 2019 8 4,Mola mola,0,0
koe1 2019 8 4,Myoxocephalus1,0,0
koe1 2019 8 4,Nautichthys oculofasciatus,0,0
koe1 2019 8 4,Oligocottus1,0,0
koe1 2019 8 4,Oncorhynchus clarkii,16,1
koe1 2019 8 4,Oncorhynchus gorbuscha,45658,1
koe1 2019 8 4,Oncorhynchus keta,2069,1
koe1 2019 8 4,Oncorhynchus kisutch,768,1
koe1 2019 8 4,Oncorhynchus mykiss,35,1
koe1 2019 8 4,Oncorhynchus tshawytscha,19,1
koe1 2019 8 4,Ophiodon elongatus,0,0
koe1 2019 8 4,Oxylebius pictus,0,0
koe1 2019 8 4,Pholis1,2866,1
koe1 2019 8 4,Phytichthys chirus,0,0
koe1 2019 8 4,Platichthys stellatus,1491,1
koe1 2019 8 4,Pleuronectidae1,408,1
koe1 2019 8 4,Pleuronichthys coenosus,0,0
koe1 2019 8 4,Polypera greeni,0,0
koe1 2019 8 4,Rhacochilus vacca,0,0
koe1 2019 8 4,Rimicola muscarum,0,0
koe1 2019 8 4,Salvelinus malma,67,1
koe1 2019 8 4,Scorpaenichthys marmoratus,0,0
koe1 2019 8 4,Sebastes entomelas,0,0
koe1 2019 8 4,Sebastes nebulosus,0,0
koe1 2019 8 4,Sebastes1,0,0
koe1 2019 8 4,Sebastes2,119,1
koe1 2019 8 4,Synchirus gilli,0,0
koe1 2019 8 4,Syngnathus leptorhynchus,0,0
koe1 2019 8 4,Trichodon trichodon,0,0
koe1 2019 8 4,Xiphister1,0,0
koe1 2020 7 23,Ammodytes1,14871,1
koe1 2020 7 23,Amphistichus rhodoterus,0,0
koe1 2020 7 23,Anarrhichthys ocellatus,0,0
koe1 2020 7 23,Anoplarchus1,0,0
koe1 2020 7 23,Apodichthys flavidus,0,0
koe1 2020 7 23,Artedius1,0,0
koe1 2020 7 23,Ascelichthys rhodorus,0,0
koe1 2020 7 23,Aulorhynchus flavidus,0,0
koe1 2020 7 23,Blepsias cirrhosus,0,0
koe1 2020 7 23,Brachyistius frenatus,0,0
koe1 2020 7 23,Citharichthys1,0,0
koe1 2020 7 23,Clevelandia ios,0,0
koe1 2020 7 23,Clinocottus globiceps,0,0
koe1 2020 7 23,Clupea pallasii,2977,1
koe1 2020 7 23,Cottus asper,9312,1
koe1 2020 7 23,Cottus1,936,1
koe1 2020 7 23,Cymatogaster aggregata,15626,1
koe1 2020 7 23,Embiotoca lateralis,0,0
koe1 2020 7 23,Engraulis mordax,0,0
koe1 2020 7 23,Enophrys bison,0,0
koe1 2020 7 23,Gadus chalcogrammus,0,0
koe1 2020 7 23,Gasterosteus aculeatus,8339,1
koe1 2020 7 23,Gibbonsia montereyensis,0,0
koe1 2020 7 23,Gobiesox maeandricus,0,0
koe1 2020 7 23,Hemilepidotus hemilepidotus,116,1
koe1 2020 7 23,Hexagrammos decagrammus,263,1
koe1 2020 7 23,Hexagrammos1,0,0
koe1 2020 7 23,Hippoglossus stenolepis,0,0
koe1 2020 7 23,Hydrolagus colliei,0,0
koe1 2020 7 23,Icosteus aenigmaticus,0,0
koe1 2020 7 23,Jordania zonope,0,0
koe1 2020 7 23,Lepidopsetta1,0,0
koe1 2020 7 23,Leptocottus armatus,2384,1
koe1 2020 7 23,Liparis cyclopus,181,1
koe1 2020 7 23,Liparis florae,0,0
koe1 2020 7 23,Liparis mucosus,0,0
koe1 2020 7 23,Lumpenus sagitta,0,0
koe1 2020 7 23,Merluccius productus,0,0
koe1 2020 7 23,Microgadus proximus,0,0
koe1 2020 7 23,Microstomus pacificus,0,0
koe1 2020 7 23,Mola mola,0,0
koe1 2020 7 23,Myoxocephalus1,0,0
koe1 2020 7 23,Nautichthys oculofasciatus,0,0
koe1 2020 7 23,Oligocottus1,0,0
koe1 2020 7 23,Oncorhynchus clarkii,0,0
koe1 2020 7 23,Oncorhynchus gorbuscha,5118,1
koe1 2020 7 23,Oncorhynchus keta,0,0
koe1 2020 7 23,Oncorhynchus kisutch,1656,1
koe1 2020 7 23,Oncorhynchus mykiss,0,0
koe1 2020 7 23,Oncorhynchus tshawytscha,0,0
koe1 2020 7 23,Ophiodon elongatus,210,1
koe1 2020 7 23,Oxylebius pictus,0,0
koe1 2020 7 23,Pholis1,1702,1
koe1 2020 7 23,Phytichthys chirus,0,0
koe1 2020 7 23,Platichthys stellatus,2394,1
koe1 2020 7 23,Pleuronectidae1,2112,1
koe1 2020 7 23,Pleuronichthys coenosus,0,0
koe1 2020 7 23,Polypera greeni,0,0
koe1 2020 7 23,Rhacochilus vacca,0,0
koe1 2020 7 23,Rimicola muscarum,0,0
koe1 2020 7 23,Salvelinus malma,1024,1
koe1 2020 7 23,Scorpaenichthys marmoratus,0,0
koe1 2020 7 23,Sebastes entomelas,0,0
koe1 2020 7 23,Sebastes nebulosus,0,0
koe1 2020 7 23,Sebastes1,0,0
koe1 2020 7 23,Sebastes2,369,1
koe1 2020 7 23,Synchirus gilli,0,0
koe1 2020 7 23,Syngnathus leptorhynchus,0,0
koe1 2020 7 23,Trichodon trichodon,0,0
koe1 2020 7 23,Xiphister1,0,0
koe3 2018 7 18,Ammodytes1,36968,1
koe3 2018 7 18,Amphistichus rhodoterus,0,0
koe3 2018 7 18,Anarrhichthys ocellatus,0,0
koe3 2018 7 18,Anoplarchus1,194,1
koe3 2018 7 18,Apodichthys flavidus,103,1
koe3 2018 7 18,Artedius1,306,1
koe3 2018 7 18,Ascelichthys rhodorus,0,0
koe3 2018 7 18,Aulorhynchus flavidus,0,0
koe3 2018 7 18,Blepsias cirrhosus,0,0
koe3 2018 7 18,Brachyistius frenatus,0,0
koe3 2018 7 18,Citharichthys1,113,1
koe3 2018 7 18,Clevelandia ios,0,0
koe3 2018 7 18,Clinocottus globiceps,0,0
koe3 2018 7 18,Clupea pallasii,1715,1
koe3 2018 7 18,Cottus asper,3275,1
koe3 2018 7 18,Cottus1,0,0
koe3 2018 7 18,Cymatogaster aggregata,16042,1
koe3 2018 7 18,Embiotoca lateralis,43,1
koe3 2018 7 18,Engraulis mordax,0,0
koe3 2018 7 18,Enophrys bison,37,1
koe3 2018 7 18,Gadus chalcogrammus,0,0
koe3 2018 7 18,Gasterosteus aculeatus,1074,1
koe3 2018 7 18,Gibbonsia montereyensis,0,0
koe3 2018 7 18,Gobiesox maeandricus,0,0
koe3 2018 7 18,Hemilepidotus hemilepidotus,32,1
koe3 2018 7 18,Hexagrammos decagrammus,96,1
koe3 2018 7 18,Hexagrammos1,0,0
koe3 2018 7 18,Hippoglossus stenolepis,0,0
koe3 2018 7 18,Hydrolagus colliei,0,0
koe3 2018 7 18,Icosteus aenigmaticus,0,0
koe3 2018 7 18,Jordania zonope,0,0
koe3 2018 7 18,Lepidopsetta1,0,0
koe3 2018 7 18,Leptocottus armatus,1545,1
koe3 2018 7 18,Liparis cyclopus,269,1
koe3 2018 7 18,Liparis florae,0,0
koe3 2018 7 18,Liparis mucosus,0,0
koe3 2018 7 18,Lumpenus sagitta,0,0
koe3 2018 7 18,Merluccius productus,0,0
koe3 2018 7 18,Microgadus proximus,0,0
koe3 2018 7 18,Microstomus pacificus,0,0
koe3 2018 7 18,Mola mola,0,0
koe3 2018 7 18,Myoxocephalus1,0,0
koe3 2018 7 18,Nautichthys oculofasciatus,0,0
koe3 2018 7 18,Oligocottus1,50,1
koe3 2018 7 18,Oncorhynchus clarkii,0,0
koe3 2018 7 18,Oncorhynchus gorbuscha,2451,1
koe3 2018 7 18,Oncorhynchus keta,0,0
koe3 2018 7 18,Oncorhynchus kisutch,462,1
koe3 2018 7 18,Oncorhynchus mykiss,0,0
koe3 2018 7 18,Oncorhynchus tshawytscha,381,1
koe3 2018 7 18,Ophiodon elongatus,0,0
koe3 2018 7 18,Oxylebius pictus,0,0
koe3 2018 7 18,Pholis1,1608,1
koe3 2018 7 18,Phytichthys chirus,0,0
koe3 2018 7 18,Platichthys stellatus,2790,1
koe3 2018 7 18,Pleuronectidae1,456,1
koe3 2018 7 18,Pleuronichthys coenosus,0,0
koe3 2018 7 18,Polypera greeni,0,0
koe3 2018 7 18,Rhacochilus vacca,0,0
koe3 2018 7 18,Rimicola muscarum,0,0
koe3 2018 7 18,Salvelinus malma,468,1
koe3 2018 7 18,Scorpaenichthys marmoratus,0,0
koe3 2018 7 18,Sebastes entomelas,0,0
koe3 2018 7 18,Sebastes nebulosus,0,0
koe3 2018 7 18,Sebastes1,0,0
koe3 2018 7 18,Sebastes2,147,1
koe3 2018 7 18,Synchirus gilli,0,0
koe3 2018 7 18,Syngnathus leptorhynchus,0,0
koe3 2018 7 18,Trichodon trichodon,0,0
koe3 2018 7 18,Xiphister1,0,0
koe3 2019 8 4,Ammodytes1,7950,1
koe3 2019 8 4,Amphistichus rhodoterus,0,0
koe3 2019 8 4,Anarrhichthys ocellatus,0,0
koe3 2019 8 4,Anoplarchus1,124,1
koe3 2019 8 4,Apodichthys flavidus,0,0
koe3 2019 8 4,Artedius1,21,1
koe3 2019 8 4,Ascelichthys rhodorus,0,0
koe3 2019 8 4,Aulorhynchus flavidus,0,0
koe3 2019 8 4,Blepsias cirrhosus,0,0
koe3 2019 8 4,Brachyistius frenatus,0,0
koe3 2019 8 4,Citharichthys1,1,1
koe3 2019 8 4,Clevelandia ios,0,0
koe3 2019 8 4,Clinocottus globiceps,0,0
koe3 2019 8 4,Clupea pallasii,341,1
koe3 2019 8 4,Cottus asper,2065,1
koe3 2019 8 4,Cottus1,191,1
koe3 2019 8 4,Cymatogaster aggregata,4300,1
koe3 2019 8 4,Embiotoca lateralis,72,1
koe3 2019 8 4,Engraulis mordax,0,0
koe3 2019 8 4,Enophrys bison,101,1
koe3 2019 8 4,Gadus chalcogrammus,0,0
koe3 2019 8 4,Gasterosteus aculeatus,1127,1
koe3 2019 8 4,Gibbonsia montereyensis,0,0
koe3 2019 8 4,Gobiesox maeandricus,0,0
koe3 2019 8 4,Hemilepidotus hemilepidotus,8,1
koe3 2019 8 4,Hexagrammos decagrammus,88,1
koe3 2019 8 4,Hexagrammos1,7,1
koe3 2019 8 4,Hippoglossus stenolepis,0,0
koe3 2019 8 4,Hydrolagus colliei,0,0
koe3 2019 8 4,Icosteus aenigmaticus,0,0
koe3 2019 8 4,Jordania zonope,0,0
koe3 2019 8 4,Lepidopsetta1,0,0
koe3 2019 8 4,Leptocottus armatus,1827,1
koe3 2019 8 4,Liparis cyclopus,79,1
koe3 2019 8 4,Liparis florae,0,0
koe3 2019 8 4,Liparis mucosus,0,0
koe3 2019 8 4,Lumpenus sagitta,0,0
koe3 2019 8 4,Merluccius productus,0,0
koe3 2019 8 4,Microgadus proximus,0,0
koe3 2019 8 4,Microstomus pacificus,0,0
koe3 2019 8 4,Mola mola,0,0
koe3 2019 8 4,Myoxocephalus1,41,1
koe3 2019 8 4,Nautichthys oculofasciatus,0,0
koe3 2019 8 4,Oligocottus1,0,0
koe3 2019 8 4,Oncorhynchus clarkii,0,0
koe3 2019 8 4,Oncorhynchus gorbuscha,45735,1
koe3 2019 8 4,Oncorhynchus keta,1947,1
koe3 2019 8 4,Oncorhynchus kisutch,647,1
koe3 2019 8 4,Oncorhynchus mykiss,0,0
koe3 2019 8 4,Oncorhynchus tshawytscha,3,1
koe3 2019 8 4,Ophiodon elongatus,0,0
koe3 2019 8 4,Oxylebius pictus,0,0
koe3 2019 8 4,Pholis1,2624,1
koe3 2019 8 4,Phytichthys chirus,0,0
koe3 2019 8 4,Platichthys stellatus,1502,1
koe3 2019 8 4,Pleuronectidae1,324,1
koe3 2019 8 4,Pleuronichthys coenosus,0,0
koe3 2019 8 4,Polypera greeni,0,0
koe3 2019 8 4,Rhacochilus vacca,0,0
koe3 2019 8 4,Rimicola muscarum,0,0
koe3 2019 8 4,Salvelinus malma,23,1
koe3 2019 8 4,Scorpaenichthys marmoratus,0,0
koe3 2019 8 4,Sebastes entomelas,0,0
koe3 2019 8 4,Sebastes nebulosus,0,0
koe3 2019 8 4,Sebastes1,0,0
koe3 2019 8 4,Sebastes2,531,1
koe3 2019 8 4,Synchirus gilli,0,0
koe3 2019 8 4,Syngnathus leptorhynchus,0,0
koe3 2019 8 4,Trichodon trichodon,0,0
koe3 2019 8 4,Xiphister1,0,0
koe3 2020 7 23,Ammodytes1,4744,1
koe3 2020 7 23,Amphistichus rhodoterus,0,0
koe3 2020 7 23,Anarrhichthys ocellatus,309,1
koe3 2020 7 23,Anoplarchus1,275,1
koe3 2020 7 23,Apodichthys flavidus,0,0
koe3 2020 7 23,Artedius1,395,1
koe3 2020 7 23,Ascelichthys rhodorus,0,0
koe3 2020 7 23,Aulorhynchus flavidus,0,0
koe3 2020 7 23,Blepsias cirrhosus,0,0
koe3 2020 7 23,Brachyistius frenatus,0,0
koe3 2020 7 23,Citharichthys1,0,0
koe3 2020 7 23,Clevelandia ios,0,0
koe3 2020 7 23,Clinocottus globiceps,0,0
koe3 2020 7 23,Clupea pallasii,845,1
koe3 2020 7 23,Cottus asper,9428,1
koe3 2020 7 23,Cottus1,1278,1
koe3 2020 7 23,Cymatogaster aggregata,36094,1
koe3 2020 7 23,Embiotoca lateralis,0,0
koe3 2020 7 23,Engraulis mordax,0,0
koe3 2020 7 23,Enophrys bison,486,1
koe3 2020 7 23,Gadus chalcogrammus,0,0
koe3 2020 7 23,Gasterosteus aculeatus,4123,1
koe3 2020 7 23,Gibbonsia montereyensis,0,0
koe3 2020 7 23,Gobiesox maeandricus,0,0
koe3 2020 7 23,Hemilepidotus hemilepidotus,0,0
koe3 2020 7 23,Hexagrammos decagrammus,18,1
koe3 2020 7 23,Hexagrammos1,0,0
koe3 2020 7 23,Hippoglossus stenolepis,0,0
koe3 2020 7 23,Hydrolagus colliei,0,0
koe3 2020 7 23,Icosteus aenigmaticus,0,0
koe3 2020 7 23,Jordania zonope,0,0
koe3 2020 7 23,Lepidopsetta1,0,0
koe3 2020 7 23,Leptocottus armatus,1433,1
koe3 2020 7 23,Liparis cyclopus,1398,1
koe3 2020 7 23,Liparis florae,0,0
koe3 2020 7 23,Liparis mucosus,0,0
koe3 2020 7 23,Lumpenus sagitta,0,0
koe3 2020 7 23,Merluccius productus,0,0
koe3 2020 7 23,Microgadus proximus,0,0
koe3 2020 7 23,Microstomus pacificus,0,0
koe3 2020 7 23,Mola mola,0,0
koe3 2020 7 23,Myoxocephalus1,0,0
koe3 2020 7 23,Nautichthys oculofasciatus,0,0
koe3 2020 7 23,Oligocottus1,0,0
koe3 2020 7 23,Oncorhynchus clarkii,0,0
koe3 2020 7 23,Oncorhynchus gorbuscha,2279,1
koe3 2020 7 23,Oncorhynchus keta,0,0
koe3 2020 7 23,Oncorhynchus kisutch,257,1
koe3 2020 7 23,Oncorhynchus mykiss,0,0
koe3 2020 7 23,Oncorhynchus tshawytscha,7,1
koe3 2020 7 23,Ophiodon elongatus,57,1
koe3 2020 7 23,Oxylebius pictus,0,0
koe3 2020 7 23,Pholis1,2910,1
koe3 2020 7 23,Phytichthys chirus,0,0
koe3 2020 7 23,Platichthys stellatus,1552,1
koe3 2020 7 23,Pleuronectidae1,0,0
koe3 2020 7 23,Pleuronichthys coenosus,0,0
koe3 2020 7 23,Polypera greeni,0,0
koe3 2020 7 23,Rhacochilus vacca,0,0
koe3 2020 7 23,Rimicola muscarum,0,0
koe3 2020 7 23,Salvelinus malma,278,1
koe3 2020 7 23,Scorpaenichthys marmoratus,0,0
koe3 2020 7 23,Sebastes entomelas,0,0
koe3 2020 7 23,Sebastes nebulosus,0,0
koe3 2020 7 23,Sebastes1,0,0
koe3 2020 7 23,Sebastes2,333,1
koe3 2020 7 23,Synchirus gilli,0,0
koe3 2020 7 23,Syngnathus leptorhynchus,0,0
koe3 2020 7 23,Trichodon trichodon,0,0
koe3 2020 7 23,Xiphister1,0,0
pba 2018 7 10,Ammodytes1,0,0
pba 2018 7 10,Amphistichus rhodoterus,0,0
pba 2018 7 10,Anarrhichthys ocellatus,0,0
pba 2018 7 10,Anoplarchus1,1998,1
pba 2018 7 10,Apodichthys flavidus,0,0
pba 2018 7 10,Artedius1,1134,1
pba 2018 7 10,Ascelichthys rhodorus,0,0
pba 2018 7 10,Aulorhynchus flavidus,0,0
pba 2018 7 10,Blepsias cirrhosus,0,0
pba 2018 7 10,Brachyistius frenatus,224,1
pba 2018 7 10,Citharichthys1,146,1
pba 2018 7 10,Clevelandia ios,0,0
pba 2018 7 10,Clinocottus globiceps,0,0
pba 2018 7 10,Clupea pallasii,8983,1
pba 2018 7 10,Cottus asper,0,0
pba 2018 7 10,Cottus1,0,0
pba 2018 7 10,Cymatogaster aggregata,46831,1
pba 2018 7 10,Embiotoca lateralis,0,0
pba 2018 7 10,Engraulis mordax,306,1
pba 2018 7 10,Enophrys bison,17,1
pba 2018 7 10,Gadus chalcogrammus,0,0
pba 2018 7 10,Gasterosteus aculeatus,5170,1
pba 2018 7 10,Gibbonsia montereyensis,0,0
pba 2018 7 10,Gobiesox maeandricus,0,0
pba 2018 7 10,Hemilepidotus hemilepidotus,61,1
pba 2018 7 10,Hexagrammos decagrammus,0,0
pba 2018 7 10,Hexagrammos1,0,0
pba 2018 7 10,Hippoglossus stenolepis,0,0
pba 2018 7 10,Hydrolagus colliei,0,0
pba 2018 7 10,Icosteus aenigmaticus,0,0
pba 2018 7 10,Jordania zonope,0,0
pba 2018 7 10,Lepidopsetta1,0,0
pba 2018 7 10,Leptocottus armatus,1041,1
pba 2018 7 10,Liparis cyclopus,0,0
pba 2018 7 10,Liparis florae,0,0
pba 2018 7 10,Liparis mucosus,0,0
pba 2018 7 10,Lumpenus sagitta,0,0
pba 2018 7 10,Merluccius productus,0,0
pba 2018 7 10,Microgadus proximus,0,0
pba 2018 7 10,Microstomus pacificus,0,0
pba 2018 7 10,Mola mola,0,0
pba 2018 7 10,Myoxocephalus1,321,1
pba 2018 7 10,Nautichthys oculofasciatus,0,0
pba 2018 7 10,Oligocottus1,0,0
pba 2018 7 10,Oncorhynchus clarkii,0,0
pba 2018 7 10,Oncorhynchus gorbuscha,183,1
pba 2018 7 10,Oncorhynchus keta,0,0
pba 2018 7 10,Oncorhynchus kisutch,0,0
pba 2018 7 10,Oncorhynchus mykiss,0,0
pba 2018 7 10,Oncorhynchus tshawytscha,26,1
pba 2018 7 10,Ophiodon elongatus,0,0
pba 2018 7 10,Oxylebius pictus,0,0
pba 2018 7 10,Pholis1,390,1
pba 2018 7 10,Phytichthys chirus,0,0
pba 2018 7 10,Platichthys stellatus,253,1
pba 2018 7 10,Pleuronectidae1,1043,1
pba 2018 7 10,Pleuronichthys coenosus,0,0
pba 2018 7 10,Polypera greeni,0,0
pba 2018 7 10,Rhacochilus vacca,99,1
pba 2018 7 10,Rimicola muscarum,0,0
pba 2018 7 10,Salvelinus malma,0,0
pba 2018 7 10,Scorpaenichthys marmoratus,0,0
pba 2018 7 10,Sebastes entomelas,0,0
pba 2018 7 10,Sebastes nebulosus,0,0
pba 2018 7 10,Sebastes1,0,0
pba 2018 7 10,Sebastes2,195,1
pba 2018 7 10,Synchirus gilli,0,0
pba 2018 7 10,Syngnathus leptorhynchus,0,0
pba 2018 7 10,Trichodon trichodon,0,0
pba 2018 7 10,Xiphister1,383,1
pba 2018 8 25,Ammodytes1,411,1
pba 2018 8 25,Amphistichus rhodoterus,0,0
pba 2018 8 25,Anarrhichthys ocellatus,0,0
pba 2018 8 25,Anoplarchus1,737,1
pba 2018 8 25,Apodichthys flavidus,0,0
pba 2018 8 25,Artedius1,0,0
pba 2018 8 25,Ascelichthys rhodorus,0,0
pba 2018 8 25,Aulorhynchus flavidus,0,0
pba 2018 8 25,Blepsias cirrhosus,0,0
pba 2018 8 25,Brachyistius frenatus,0,0
pba 2018 8 25,Citharichthys1,763,1
pba 2018 8 25,Clevelandia ios,0,0
pba 2018 8 25,Clinocottus globiceps,0,0
pba 2018 8 25,Clupea pallasii,40310,1
pba 2018 8 25,Cottus asper,0,0
pba 2018 8 25,Cottus1,0,0
pba 2018 8 25,Cymatogaster aggregata,7749,1
pba 2018 8 25,Embiotoca lateralis,0,0
pba 2018 8 25,Engraulis mordax,0,0
pba 2018 8 25,Enophrys bison,0,0
pba 2018 8 25,Gadus chalcogrammus,0,0
pba 2018 8 25,Gasterosteus aculeatus,5965,1
pba 2018 8 25,Gibbonsia montereyensis,0,0
pba 2018 8 25,Gobiesox maeandricus,0,0
pba 2018 8 25,Hemilepidotus hemilepidotus,0,0
pba 2018 8 25,Hexagrammos decagrammus,0,0
pba 2018 8 25,Hexagrammos1,368,1
pba 2018 8 25,Hippoglossus stenolepis,0,0
pba 2018 8 25,Hydrolagus colliei,0,0
pba 2018 8 25,Icosteus aenigmaticus,0,0
pba 2018 8 25,Jordania zonope,0,0
pba 2018 8 25,Lepidopsetta1,0,0
pba 2018 8 25,Leptocottus armatus,1995,1
pba 2018 8 25,Liparis cyclopus,0,0
pba 2018 8 25,Liparis florae,0,0
pba 2018 8 25,Liparis mucosus,0,0
pba 2018 8 25,Lumpenus sagitta,0,0
pba 2018 8 25,Merluccius productus,0,0
pba 2018 8 25,Microgadus proximus,0,0
pba 2018 8 25,Microstomus pacificus,0,0
pba 2018 8 25,Mola mola,0,0
pba 2018 8 25,Myoxocephalus1,0,0
pba 2018 8 25,Nautichthys oculofasciatus,0,0
pba 2018 8 25,Oligocottus1,454,1
pba 2018 8 25,Oncorhynchus clarkii,0,0
pba 2018 8 25,Oncorhynchus gorbuscha,0,0
pba 2018 8 25,Oncorhynchus keta,0,0
pba 2018 8 25,Oncorhynchus kisutch,0,0
pba 2018 8 25,Oncorhynchus mykiss,0,0
pba 2018 8 25,Oncorhynchus tshawytscha,0,0
pba 2018 8 25,Ophiodon elongatus,0,0
pba 2018 8 25,Oxylebius pictus,0,0
pba 2018 8 25,Pholis1,1360,1
pba 2018 8 25,Phytichthys chirus,0,0
pba 2018 8 25,Platichthys stellatus,0,0
pba 2018 8 25,Pleuronectidae1,0,0
pba 2018 8 25,Pleuronichthys coenosus,0,0
pba 2018 8 25,Polypera greeni,0,0
pba 2018 8 25,Rhacochilus vacca,552,1
pba 2018 8 25,Rimicola muscarum,0,0
pba 2018 8 25,Salvelinus malma,0,0
pba 2018 8 25,Scorpaenichthys marmoratus,0,0
pba 2018 8 25,Sebastes entomelas,0,0
pba 2018 8 25,Sebastes nebulosus,0,0
pba 2018 8 25,Sebastes1,0,0
pba 2018 8 25,Sebastes2,245,1
pba 2018 8 25,Synchirus gilli,0,0
pba 2018 8 25,Syngnathus leptorhynchus,0,0
pba 2018 8 25,Trichodon trichodon,0,0
pba 2018 8 25,Xiphister1,0,0
pba 2019 7 31,Ammodytes1,17,1
pba 2019 7 31,Amphistichus rhodoterus,0,0
pba 2019 7 31,Anarrhichthys ocellatus,0,0
pba 2019 7 31,Anoplarchus1,1416,1
pba 2019 7 31,Apodichthys flavidus,0,0
pba 2019 7 31,Artedius1,293,1
pba 2019 7 31,Ascelichthys rhodorus,0,0
pba 2019 7 31,Aulorhynchus flavidus,0,0
pba 2019 7 31,Blepsias cirrhosus,0,0
pba 2019 7 31,Brachyistius frenatus,0,0
pba 2019 7 31,Citharichthys1,461,1
pba 2019 7 31,Clevelandia ios,0,0
pba 2019 7 31,Clinocottus globiceps,0,0
pba 2019 7 31,Clupea pallasii,3639,1
pba 2019 7 31,Cottus asper,12,1
pba 2019 7 31,Cottus1,0,0
pba 2019 7 31,Cymatogaster aggregata,18728,1
pba 2019 7 31,Embiotoca lateralis,654,1
pba 2019 7 31,Engraulis mordax,0,0
pba 2019 7 31,Enophrys bison,0,0
pba 2019 7 31,Gadus chalcogrammus,0,0
pba 2019 7 31,Gasterosteus aculeatus,34237,1
pba 2019 7 31,Gibbonsia montereyensis,0,0
pba 2019 7 31,Gobiesox maeandricus,0,0
pba 2019 7 31,Hemilepidotus hemilepidotus,0,0
pba 2019 7 31,Hexagrammos decagrammus,458,1
pba 2019 7 31,Hexagrammos1,366,1
pba 2019 7 31,Hippoglossus stenolepis,0,0
pba 2019 7 31,Hydrolagus colliei,0,0
pba 2019 7 31,Icosteus aenigmaticus,0,0
pba 2019 7 31,Jordania zonope,0,0
pba 2019 7 31,Lepidopsetta1,0,0
pba 2019 7 31,Leptocottus armatus,5359,1
pba 2019 7 31,Liparis cyclopus,0,0
pba 2019 7 31,Liparis florae,0,0
pba 2019 7 31,Liparis mucosus,0,0
pba 2019 7 31,Lumpenus sagitta,0,0
pba 2019 7 31,Merluccius productus,0,0
pba 2019 7 31,Microgadus proximus,0,0
pba 2019 7 31,Microstomus pacificus,0,0
pba 2019 7 31,Mola mola,0,0
pba 2019 7 31,Myoxocephalus1,0,0
pba 2019 7 31,Nautichthys oculofasciatus,0,0
pba 2019 7 31,Oligocottus1,7,1
pba 2019 7 31,Oncorhynchus clarkii,0,0
pba 2019 7 31,Oncorhynchus gorbuscha,366,1
pba 2019 7 31,Oncorhynchus keta,0,0
pba 2019 7 31,Oncorhynchus kisutch,1376,1
pba 2019 7 31,Oncorhynchus mykiss,0,0
pba 2019 7 31,Oncorhynchus tshawytscha,17,1
pba 2019 7 31,Ophiodon elongatus,0,0
pba 2019 7 31,Oxylebius pictus,0,0
pba 2019 7 31,Pholis1,976,1
pba 2019 7 31,Phytichthys chirus,0,0
pba 2019 7 31,Platichthys stellatus,126,1
pba 2019 7 31,Pleuronectidae1,0,0
pba 2019 7 31,Pleuronichthys coenosus,0,0
pba 2019 7 31,Polypera greeni,0,0
pba 2019 7 31,Rhacochilus vacca,679,1
pba 2019 7 31,Rimicola muscarum,0,0
pba 2019 7 31,Salvelinus malma,0,0
pba 2019 7 31,Scorpaenichthys marmoratus,0,0
pba 2019 7 31,Sebastes entomelas,0,0
pba 2019 7 31,Sebastes nebulosus,0,0
pba 2019 7 31,Sebastes1,0,0
pba 2019 7 31,Sebastes2,705,1
pba 2019 7 31,Synchirus gilli,0,0
pba 2019 7 31,Syngnathus leptorhynchus,0,0
pba 2019 7 31,Trichodon trichodon,0,0
pba 2019 7 31,Xiphister1,0,0
pba 2020 7 21,Ammodytes1,6,1
pba 2020 7 21,Amphistichus rhodoterus,0,0
pba 2020 7 21,Anarrhichthys ocellatus,0,0
pba 2020 7 21,Anoplarchus1,878,1
pba 2020 7 21,Apodichthys flavidus,0,0
pba 2020 7 21,Artedius1,0,0
pba 2020 7 21,Ascelichthys rhodorus,0,0
pba 2020 7 21,Aulorhynchus flavidus,0,0
pba 2020 7 21,Blepsias cirrhosus,0,0
pba 2020 7 21,Brachyistius frenatus,180,1
pba 2020 7 21,Citharichthys1,37,1
pba 2020 7 21,Clevelandia ios,63,1
pba 2020 7 21,Clinocottus globiceps,0,0
pba 2020 7 21,Clupea pallasii,5036,1
pba 2020 7 21,Cottus asper,293,1
pba 2020 7 21,Cottus1,0,0
pba 2020 7 21,Cymatogaster aggregata,29995,1
pba 2020 7 21,Embiotoca lateralis,0,0
pba 2020 7 21,Engraulis mordax,0,0
pba 2020 7 21,Enophrys bison,0,0
pba 2020 7 21,Gadus chalcogrammus,0,0
pba 2020 7 21,Gasterosteus aculeatus,32345,1
pba 2020 7 21,Gibbonsia montereyensis,0,0
pba 2020 7 21,Gobiesox maeandricus,0,0
pba 2020 7 21,Hemilepidotus hemilepidotus,2,1
pba 2020 7 21,Hexagrammos decagrammus,31,1
pba 2020 7 21,Hexagrammos1,1,1
pba 2020 7 21,Hippoglossus stenolepis,0,0
pba 2020 7 21,Hydrolagus colliei,0,0
pba 2020 7 21,Icosteus aenigmaticus,0,0
pba 2020 7 21,Jordania zonope,0,0
