site,Species,value,p_a
225-UN13-06,Coryphaenoides filifer,0,0
225-UN13-06,Cottus asper,0,0
225-UN13-06,Cottus cognatus,0,0
225-UN13-06,Cottus sp.,0,0
225-UN13-06,Cymatogaster aggregata,35034,1
225-UN13-06,Embiotoca lateralis,0,0
225-UN13-06,Engraulis mordax,0,0
225-UN13-06,Enophrys bison,0,0
225-UN13-06,Gadus chalcogrammus,0,0
225-UN13-06,Gadus macrocephalus,0,0
225-UN13-06,Gasterosteus aculeatus,0,0
225-UN13-06,Gibbonsia montereyensis,0,0
225-UN13-06,Glyptocephalus zachirus,0,0
225-UN13-06,Gobiesox maeandricus,0,0
225-UN13-06,Hemilepidotus hemilepidotus,0,0
225-UN13-06,Hemilepidotus spinosus,0,0
225-UN13-06,Hexagrammos decagrammus,0,0
225-UN13-06,Hexagrammos sp.,14048,1
225-UN13-06,Hippoglossus stenolepis,0,0
225-UN13-06,Hydrolagus colliei,0,0
225-UN13-06,Icelinus borealis,0,0
225-UN13-06,Icosteus aenigmaticus,0,0
225-UN13-06,Jordania zonope,0,0
225-UN13-06,Lepidogobius lepidus,0,0
225-UN13-06,Lepidopsetta bilineata,0,0
225-UN13-06,Leptocottus armatus,10479,1
225-UN13-06,Liparis florae,0,0
225-UN13-06,Liparis mucosus,0,0
225-UN13-06,Liparis pulchellus,0,0
225-UN13-06,Lipolagus ochotensis,0,0
225-UN13-06,Lumpenus sagitta,0,0
225-UN13-06,Lumpenus sp.,0,0
225-UN13-06,Merluccius productus,0,0
225-UN13-06,Microstomus pacificus,0,0
225-UN13-06,Myoxocephalus jaok,0,0
225-UN13-06,Nannobrachium regale,0,0
225-UN13-06,Nannobrachium ritteri,0,0
225-UN13-06,Nautichthys oculofasciatus,0,0
225-UN13-06,Odontopyxis trispinosa,0,0
225-UN13-06,Oligocottus maculosus,0,0
225-UN13-06,Oligocottus snyderi,0,0
225-UN13-06,Oncorhynchus clarkii lewisi,0,0
225-UN13-06,Oncorhynchus gorbuscha,0,0
225-UN13-06,Oncorhynchus keta,0,0
225-UN13-06,Oncorhynchus kisutch,0,0
225-UN13-06,Oncorhynchus mykiss,0,0
225-UN13-06,Oncorhynchus nerka,0,0
225-UN13-06,Oncorhynchus tshawytscha,0,0
225-UN13-06,Ophiodon elongatus,0,0
225-UN13-06,Parophrys vetulus,0,0
225-UN13-06,Phanerodon vacca,0,0
225-UN13-06,Pholis gunnellus,0,0
225-UN13-06,Pholis laeta,0,0
225-UN13-06,Pholis ornata,0,0
225-UN13-06,Phytichthys chirus,0,0
225-UN13-06,Platichthys stellatus,0,0
225-UN13-06,Pleuronichthys coenosus,0,0
225-UN13-06,Poromitra cristiceps,0,0
225-UN13-06,Prosopium williamsoni,0,0
225-UN13-06,Rhinogobiops nicholsii,0,0
225-UN13-06,Rimicola muscarum,0,0
225-UN13-06,Salmo salar,0,0
225-UN13-06,Salvelinus malma,0,0
225-UN13-06,Sardinops sp.,0,0
225-UN13-06,Scorpaenichthys marmoratus,0,0
225-UN13-06,Sebastes sp.,5300,1
225-UN13-06,Stenobrachius leucopsarus,0,0
225-UN13-06,Stenobrachius nannochir,0,0
225-UN13-06,Synchirus gilli,0,0
225-UN13-06,Syngnathus leptorhynchus,0,0
225-UN13-06,Thaleichthys pacificus,0,0
225-UN13-06,Trichodon trichodon,0,0
225-UN13-06,Xiphister atropurpureus,0,0
225-UN13-06,no identification,0,0
237-UN13-06,Agonomalus mozinoi,0,0
237-UN13-06,Albatrossia pectoralis,0,0
237-UN13-06,Ammodytes personatus,7409,1
237-UN13-06,Ammodytes sp.,0,0
237-UN13-06,Anarrhichthys ocellatus,0,0
237-UN13-06,Anoplarchus purpurescens,0,0
237-UN13-06,Anoplopoma fimbria,0,0
237-UN13-06,Apodichthys flavidus,0,0
237-UN13-06,Artedius fenestralis,0,0
237-UN13-06,Artedius harringtoni,0,0
237-UN13-06,Artedius lateralis,0,0
237-UN13-06,Ascelichthys rhodorus,0,0
237-UN13-06,Aulorhynchus flavidus,0,0
237-UN13-06,Bathylagus pacificus,0,0
237-UN13-06,Blepsias cirrhosus,0,0
237-UN13-06,Brachyistius frenatus,0,0
237-UN13-06,Chauliodus macouni,0,0
237-UN13-06,Chitonotus pugetensis,0,0
237-UN13-06,Citharichthys sordidus,0,0
237-UN13-06,Citharichthys stigmaeus,0,0
237-UN13-06,Clinocottus embryum,0,0
237-UN13-06,Clinocottus globiceps,300,1
237-UN13-06,Clupea pallasii,3219,1
237-UN13-06,Coryphaenoides filifer,0,0
237-UN13-06,Cottus asper,0,0
237-UN13-06,Cottus cognatus,3,1
237-UN13-06,Cottus sp.,0,0
237-UN13-06,Cymatogaster aggregata,8090,1
237-UN13-06,Embiotoca lateralis,0,0
237-UN13-06,Engraulis mordax,12857,1
237-UN13-06,Enophrys bison,0,0
237-UN13-06,Gadus chalcogrammus,0,0
237-UN13-06,Gadus macrocephalus,0,0
237-UN13-06,Gasterosteus aculeatus,19867,1
237-UN13-06,Gibbonsia montereyensis,0,0
237-UN13-06,Glyptocephalus zachirus,0,0
237-UN13-06,Gobiesox maeandricus,13863,1
237-UN13-06,Hemilepidotus hemilepidotus,0,0
237-UN13-06,Hemilepidotus spinosus,0,0
237-UN13-06,Hexagrammos decagrammus,0,0
237-UN13-06,Hexagrammos sp.,0,0
237-UN13-06,Hippoglossus stenolepis,6095,1
237-UN13-06,Hydrolagus colliei,0,0
237-UN13-06,Icelinus borealis,0,0
237-UN13-06,Icosteus aenigmaticus,0,0
237-UN13-06,Jordania zonope,7713,1
237-UN13-06,Lepidogobius lepidus,0,0
237-UN13-06,Lepidopsetta bilineata,0,0
237-UN13-06,Leptocottus armatus,0,0
237-UN13-06,Liparis florae,0,0
237-UN13-06,Liparis mucosus,0,0
237-UN13-06,Liparis pulchellus,0,0
237-UN13-06,Lipolagus ochotensis,0,0
237-UN13-06,Lumpenus sagitta,0,0
237-UN13-06,Lumpenus sp.,0,0
237-UN13-06,Merluccius productus,0,0
237-UN13-06,Microstomus pacificus,0,0
237-UN13-06,Myoxocephalus jaok,0,0
237-UN13-06,Nannobrachium regale,0,0
237-UN13-06,Nannobrachium ritteri,0,0
237-UN13-06,Nautichthys oculofasciatus,0,0
237-UN13-06,Odontopyxis trispinosa,0,0
237-UN13-06,Oligocottus maculosus,0,0
237-UN13-06,Oligocottus snyderi,0,0
237-UN13-06,Oncorhynchus clarkii lewisi,0,0
237-UN13-06,Oncorhynchus gorbuscha,0,0
237-UN13-06,Oncorhynchus keta,0,0
237-UN13-06,Oncorhynchus kisutch,0,0
237-UN13-06,Oncorhynchus mykiss,0,0
237-UN13-06,Oncorhynchus nerka,0,0
237-UN13-06,Oncorhynchus tshawytscha,0,0
237-UN13-06,Ophiodon elongatus,0,0
237-UN13-06,Parophrys vetulus,0,0
237-UN13-06,Phanerodon vacca,0,0
237-UN13-06,Pholis gunnellus,0,0
237-UN13-06,Pholis laeta,27549,1
237-UN13-06,Pholis ornata,0,0
237-UN13-06,Phytichthys chirus,0,0
237-UN13-06,Platichthys stellatus,0,0
237-UN13-06,Pleuronichthys coenosus,0,0
237-UN13-06,Poromitra cristiceps,0,0
237-UN13-06,Prosopium williamsoni,0,0
237-UN13-06,Rhinogobiops nicholsii,0,0
237-UN13-06,Rimicola muscarum,0,0
237-UN13-06,Salmo salar,0,0
237-UN13-06,Salvelinus malma,0,0
237-UN13-06,Sardinops sp.,0,0
237-UN13-06,Scorpaenichthys marmoratus,0,0
237-UN13-06,Sebastes sp.,0,0
237-UN13-06,Stenobrachius leucopsarus,0,0
237-UN13-06,Stenobrachius nannochir,0,0
237-UN13-06,Synchirus gilli,0,0
237-UN13-06,Syngnathus leptorhynchus,0,0
237-UN13-06,Thaleichthys pacificus,0,0
237-UN13-06,Trichodon trichodon,0,0
237-UN13-06,Xiphister atropurpureus,0,0
237-UN13-06,no identification,0,0
238-UN13-01,Agonomalus mozinoi,0,0
238-UN13-01,Albatrossia pectoralis,4244,1
238-UN13-01,Ammodytes personatus,8586,1
238-UN13-01,Ammodytes sp.,0,0
238-UN13-01,Anarrhichthys ocellatus,0,0
238-UN13-01,Anoplarchus purpurescens,0,0
238-UN13-01,Anoplopoma fimbria,0,0
238-UN13-01,Apodichthys flavidus,0,0
238-UN13-01,Artedius fenestralis,0,0
238-UN13-01,Artedius harringtoni,14610,1
238-UN13-01,Artedius lateralis,0,0
238-UN13-01,Ascelichthys rhodorus,0,0
238-UN13-01,Aulorhynchus flavidus,0,0
238-UN13-01,Bathylagus pacificus,0,0
238-UN13-01,Blepsias cirrhosus,0,0
238-UN13-01,Brachyistius frenatus,0,0
238-UN13-01,Chauliodus macouni,0,0
238-UN13-01,Chitonotus pugetensis,0,0
238-UN13-01,Citharichthys sordidus,0,0
238-UN13-01,Citharichthys stigmaeus,0,0
238-UN13-01,Clinocottus embryum,0,0
238-UN13-01,Clinocottus globiceps,0,0
238-UN13-01,Clupea pallasii,16262,1
238-UN13-01,Coryphaenoides filifer,0,0
238-UN13-01,Cottus asper,0,0
238-UN13-01,Cottus cognatus,0,0
238-UN13-01,Cottus sp.,0,0
238-UN13-01,Cymatogaster aggregata,23597,1
238-UN13-01,Embiotoca lateralis,0,0
238-UN13-01,Engraulis mordax,0,0
238-UN13-01,Enophrys bison,0,0
238-UN13-01,Gadus chalcogrammus,0,0
238-UN13-01,Gadus macrocephalus,0,0
238-UN13-01,Gasterosteus aculeatus,0,0
238-UN13-01,Gibbonsia montereyensis,0,0
238-UN13-01,Glyptocephalus zachirus,0,0
238-UN13-01,Gobiesox maeandricus,0,0
238-UN13-01,Hemilepidotus hemilepidotus,0,0
238-UN13-01,Hemilepidotus spinosus,0,0
238-UN13-01,Hexagrammos decagrammus,0,0
238-UN13-01,Hexagrammos sp.,0,0
238-UN13-01,Hippoglossus stenolepis,0,0
238-UN13-01,Hydrolagus colliei,0,0
238-UN13-01,Icelinus borealis,0,0
238-UN13-01,Icosteus aenigmaticus,0,0
238-UN13-01,Jordania zonope,0,0
238-UN13-01,Lepidogobius lepidus,0,0
238-UN13-01,Lepidopsetta bilineata,0,0
238-UN13-01,Leptocottus armatus,0,0
238-UN13-01,Liparis florae,0,0
238-UN13-01,Liparis mucosus,0,0
238-UN13-01,Liparis pulchellus,0,0
238-UN13-01,Lipolagus ochotensis,0,0
238-UN13-01,Lumpenus sagitta,0,0
238-UN13-01,Lumpenus sp.,0,0
238-UN13-01,Merluccius productus,0,0
238-UN13-01,Microstomus pacificus,0,0
238-UN13-01,Myoxocephalus jaok,0,0
238-UN13-01,Nannobrachium regale,0,0
238-UN13-01,Nannobrachium ritteri,0,0
238-UN13-01,Nautichthys oculofasciatus,0,0
238-UN13-01,Odontopyxis trispinosa,0,0
238-UN13-01,Oligocottus maculosus,0,0
238-UN13-01,Oligocottus snyderi,0,0
238-UN13-01,Oncorhynchus clarkii lewisi,0,0
238-UN13-01,Oncorhynchus gorbuscha,4,1
238-UN13-01,Oncorhynchus keta,0,0
238-UN13-01,Oncorhynchus kisutch,0,0
238-UN13-01,Oncorhynchus mykiss,0,0
238-UN13-01,Oncorhynchus nerka,0,0
238-UN13-01,Oncorhynchus tshawytscha,0,0
238-UN13-01,Ophiodon elongatus,0,0
238-UN13-01,Parophrys vetulus,278,1
238-UN13-01,Phanerodon vacca,0,0
238-UN13-01,Pholis gunnellus,0,0
238-UN13-01,Pholis laeta,0,0
238-UN13-01,Pholis ornata,0,0
238-UN13-01,Phytichthys chirus,0,0
238-UN13-01,Platichthys stellatus,0,0
238-UN13-01,Pleuronichthys coenosus,0,0
238-UN13-01,Poromitra cristiceps,0,0
238-UN13-01,Prosopium williamsoni,0,0
238-UN13-01,Rhinogobiops nicholsii,0,0
238-UN13-01,Rimicola muscarum,0,0
238-UN13-01,Salmo salar,19134,1
238-UN13-01,Salvelinus malma,0,0
238-UN13-01,Sardinops sp.,0,0
238-UN13-01,Scorpaenichthys marmoratus,0,0
238-UN13-01,Sebastes sp.,31777,1
238-UN13-01,Stenobrachius leucopsarus,0,0
238-UN13-01,Stenobrachius nannochir,0,0
238-UN13-01,Synchirus gilli,0,0
238-UN13-01,Syngnathus leptorhynchus,0,0
238-UN13-01,Thaleichthys pacificus,0,0
238-UN13-01,Trichodon trichodon,0,0
238-UN13-01,Xiphister atropurpureus,0,0
238-UN13-01,no identification,171,1
247-UN13-01,Agonomalus mozinoi,0,0
247-UN13-01,Albatrossia pectoralis,5047,1
247-UN13-01,Ammodytes personatus,9135,1
247-UN13-01,Ammodytes sp.,0,0
247-UN13-01,Anarrhichthys ocellatus,0,0
247-UN13-01,Anoplarchus purpurescens,4814,1
247-UN13-01,Anoplopoma fimbria,0,0
247-UN13-01,Apodichthys flavidus,0,0
247-UN13-01,Artedius fenestralis,0,0
247-UN13-01,Artedius harringtoni,0,0
247-UN13-01,Artedius lateralis,0,0
247-UN13-01,Ascelichthys rhodorus,0,0
247-UN13-01,Aulorhynchus flavidus,0,0
247-UN13-01,Bathylagus pacificus,0,0
247-UN13-01,Blepsias cirrhosus,0,0
247-UN13-01,Brachyistius frenatus,0,0
247-UN13-01,Chauliodus macouni,0,0
247-UN13-01,Chitonotus pugetensis,0,0
247-UN13-01,Citharichthys sordidus,0,0
247-UN13-01,Citharichthys stigmaeus,0,0
247-UN13-01,Clinocottus embryum,0,0
247-UN13-01,Clinocottus globiceps,0,0
247-UN13-01,Clupea pallasii,27159,1
247-UN13-01,Coryphaenoides filifer,0,0
247-UN13-01,Cottus asper,0,0
247-UN13-01,Cottus cognatus,0,0
247-UN13-01,Cottus sp.,0,0
247-UN13-01,Cymatogaster aggregata,1448,1
247-UN13-01,Embiotoca lateralis,0,0
247-UN13-01,Engraulis mordax,0,0
247-UN13-01,Enophrys bison,0,0
247-UN13-01,Gadus chalcogrammus,0,0
247-UN13-01,Gadus macrocephalus,0,0
247-UN13-01,Gasterosteus aculeatus,0,0
247-UN13-01,Gibbonsia montereyensis,0,0
247-UN13-01,Glyptocephalus zachirus,0,0
247-UN13-01,Gobiesox maeandricus,0,0
247-UN13-01,Hemilepidotus hemilepidotus,0,0
247-UN13-01,Hemilepidotus spinosus,0,0
247-UN13-01,Hexagrammos decagrammus,0,0
247-UN13-01,Hexagrammos sp.,959,1
247-UN13-01,Hippoglossus stenolepis,0,0
247-UN13-01,Hydrolagus colliei,0,0
247-UN13-01,Icelinus borealis,0,0
247-UN13-01,Icosteus aenigmaticus,0,0
247-UN13-01,Jordania zonope,0,0
247-UN13-01,Lepidogobius lepidus,3244,1
247-UN13-01,Lepidopsetta bilineata,4265,1
247-UN13-01,Leptocottus armatus,7247,1
247-UN13-01,Liparis florae,0,0
247-UN13-01,Liparis mucosus,0,0
247-UN13-01,Liparis pulchellus,0,0
247-UN13-01,Lipolagus ochotensis,0,0
247-UN13-01,Lumpenus sagitta,0,0
247-UN13-01,Lumpenus sp.,0,0
247-UN13-01,Merluccius productus,0,0
247-UN13-01,Microstomus pacificus,0,0
247-UN13-01,Myoxocephalus jaok,0,0
247-UN13-01,Nannobrachium regale,0,0
247-UN13-01,Nannobrachium ritteri,0,0
247-UN13-01,Nautichthys oculofasciatus,0,0
247-UN13-01,Odontopyxis trispinosa,0,0
247-UN13-01,Oligocottus maculosus,0,0
247-UN13-01,Oligocottus snyderi,0,0
247-UN13-01,Oncorhynchus clarkii lewisi,0,0
247-UN13-01,Oncorhynchus gorbuscha,3104,1
247-UN13-01,Oncorhynchus keta,0,0
247-UN13-01,Oncorhynchus kisutch,0,0
247-UN13-01,Oncorhynchus mykiss,0,0
247-UN13-01,Oncorhynchus nerka,0,0
247-UN13-01,Oncorhynchus tshawytscha,0,0
247-UN13-01,Ophiodon elongatus,2967,1
247-UN13-01,Parophrys vetulus,0,0
247-UN13-01,Phanerodon vacca,0,0
247-UN13-01,Pholis gunnellus,0,0
247-UN13-01,Pholis laeta,2571,1
247-UN13-01,Pholis ornata,0,0
247-UN13-01,Phytichthys chirus,0,0
247-UN13-01,Platichthys stellatus,0,0
247-UN13-01,Pleuronichthys coenosus,0,0
247-UN13-01,Poromitra cristiceps,0,0
247-UN13-01,Prosopium williamsoni,0,0
247-UN13-01,Rhinogobiops nicholsii,0,0
247-UN13-01,Rimicola muscarum,0,0
247-UN13-01,Salmo salar,0,0
247-UN13-01,Salvelinus malma,0,0
247-UN13-01,Sardinops sp.,0,0
247-UN13-01,Scorpaenichthys marmoratus,0,0
247-UN13-01,Sebastes sp.,8096,1
247-UN13-01,Stenobrachius leucopsarus,0,0
247-UN13-01,Stenobrachius nannochir,0,0
247-UN13-01,Synchirus gilli,0,0
247-UN13-01,Syngnathus leptorhynchus,0,0
247-UN13-01,Thaleichthys pacificus,0,0
247-UN13-01,Trichodon trichodon,0,0
247-UN13-01,Xiphister atropurpureus,4060,1
247-UN13-01,no identification,2801,1
256-UN13-01,Agonomalus mozinoi,0,0
256-UN13-01,Albatrossia pectoralis,0,0
256-UN13-01,Ammodytes personatus,10604,1
256-UN13-01,Ammodytes sp.,0,0
256-UN13-01,Anarrhichthys ocellatus,192,1
256-UN13-01,Anoplarchus purpurescens,0,0
256-UN13-01,Anoplopoma fimbria,0,0
256-UN13-01,Apodichthys flavidus,0,0
256-UN13-01,Artedius fenestralis,0,0
256-UN13-01,Artedius harringtoni,0,0
256-UN13-01,Artedius lateralis,0,0
256-UN13-01,Ascelichthys rhodorus,0,0
256-UN13-01,Aulorhynchus flavidus,0,0
256-UN13-01,Bathylagus pacificus,0,0
256-UN13-01,Blepsias cirrhosus,0,0
256-UN13-01,Brachyistius frenatus,0,0
256-UN13-01,Chauliodus macouni,0,0
256-UN13-01,Chitonotus pugetensis,0,0
256-UN13-01,Citharichthys sordidus,0,0
256-UN13-01,Citharichthys stigmaeus,181,1
256-UN13-01,Clinocottus embryum,0,0
256-UN13-01,Clinocottus globiceps,0,0
256-UN13-01,Clupea pallasii,46091,1
256-UN13-01,Coryphaenoides filifer,0,0
256-UN13-01,Cottus asper,0,0
256-UN13-01,Cottus cognatus,0,0
256-UN13-01,Cottus sp.,0,0
256-UN13-01,Cymatogaster aggregata,17579,1
256-UN13-01,Embiotoca lateralis,0,0
256-UN13-01,Engraulis mordax,0,0
256-UN13-01,Enophrys bison,0,0
256-UN13-01,Gadus chalcogrammus,0,0
256-UN13-01,Gadus macrocephalus,0,0
256-UN13-01,Gasterosteus aculeatus,0,0
256-UN13-01,Gibbonsia montereyensis,0,0
256-UN13-01,Glyptocephalus zachirus,0,0
256-UN13-01,Gobiesox maeandricus,0,0
256-UN13-01,Hemilepidotus hemilepidotus,0,0
256-UN13-01,Hemilepidotus spinosus,0,0
256-UN13-01,Hexagrammos decagrammus,7045,1
256-UN13-01,Hexagrammos sp.,0,0
256-UN13-01,Hippoglossus stenolepis,0,0
256-UN13-01,Hydrolagus colliei,0,0
256-UN13-01,Icelinus borealis,0,0
256-UN13-01,Icosteus aenigmaticus,0,0
256-UN13-01,Jordania zonope,0,0
256-UN13-01,Lepidogobius lepidus,0,0
256-UN13-01,Lepidopsetta bilineata,2683,1
256-UN13-01,Leptocottus armatus,0,0
256-UN13-01,Liparis florae,10,1
256-UN13-01,Liparis mucosus,0,0
256-UN13-01,Liparis pulchellus,0,0
256-UN13-01,Lipolagus ochotensis,0,0
256-UN13-01,Lumpenus sagitta,0,0
256-UN13-01,Lumpenus sp.,0,0
256-UN13-01,Merluccius productus,548,1
256-UN13-01,Microstomus pacificus,0,0
256-UN13-01,Myoxocephalus jaok,0,0
256-UN13-01,Nannobrachium regale,0,0
256-UN13-01,Nannobrachium ritteri,0,0
256-UN13-01,Nautichthys oculofasciatus,0,0
256-UN13-01,Odontopyxis trispinosa,0,0
256-UN13-01,Oligocottus maculosus,0,0
256-UN13-01,Oligocottus snyderi,0,0
256-UN13-01,Oncorhynchus clarkii lewisi,0,0
256-UN13-01,Oncorhynchus gorbuscha,0,0
256-UN13-01,Oncorhynchus keta,1978,1
256-UN13-01,Oncorhynchus kisutch,0,0
256-UN13-01,Oncorhynchus mykiss,4395,1
256-UN13-01,Oncorhynchus nerka,0,0
256-UN13-01,Oncorhynchus tshawytscha,0,0
256-UN13-01,Ophiodon elongatus,0,0
256-UN13-01,Parophrys vetulus,0,0
256-UN13-01,Phanerodon vacca,0,0
256-UN13-01,Pholis gunnellus,0,0
256-UN13-01,Pholis laeta,0,0
256-UN13-01,Pholis ornata,0,0
256-UN13-01,Phytichthys chirus,0,0
256-UN13-01,Platichthys stellatus,0,0
256-UN13-01,Pleuronichthys coenosus,0,0
256-UN13-01,Poromitra cristiceps,0,0
256-UN13-01,Prosopium williamsoni,0,0
256-UN13-01,Rhinogobiops nicholsii,0,0
256-UN13-01,Rimicola muscarum,0,0
256-UN13-01,Salmo salar,0,0
256-UN13-01,Salvelinus malma,0,0
256-UN13-01,Sardinops sp.,0,0
256-UN13-01,Scorpaenichthys marmoratus,0,0
256-UN13-01,Sebastes sp.,0,0
256-UN13-01,Stenobrachius leucopsarus,0,0
256-UN13-01,Stenobrachius nannochir,0,0
256-UN13-01,Synchirus gilli,0,0
256-UN13-01,Syngnathus leptorhynchus,0,0
256-UN13-01,Thaleichthys pacificus,0,0
256-UN13-01,Trichodon trichodon,0,0
256-UN13-01,Xiphister atropurpureus,0,0
256-UN13-01,no identification,3163,1
261-EN01,Agonomalus mozinoi,0,0
261-EN01,Albatrossia pectoralis,0,0
261-EN01,Ammodytes personatus,12304,1
261-EN01,Ammodytes sp.,0,0
261-EN01,Anarrhichthys ocellatus,0,0
261-EN01,Anoplarchus purpurescens,1215,1
261-EN01,Anoplopoma fimbria,0,0
261-EN01,Apodichthys flavidus,0,0
261-EN01,Artedius fenestralis,0,0
261-EN01,Artedius harringtoni,2740,1
261-EN01,Artedius lateralis,0,0
261-EN01,Ascelichthys rhodorus,874,1
261-EN01,Aulorhynchus flavidus,0,0
261-EN01,Bathylagus pacificus,0,0
261-EN01,Blepsias cirrhosus,0,0
261-EN01,Brachyistius frenatus,0,0
261-EN01,Chauliodus macouni,0,0
261-EN01,Chitonotus pugetensis,0,0
261-EN01,Citharichthys sordidus,0,0
261-EN01,Citharichthys stigmaeus,219,1
261-EN01,Clinocottus embryum,0,0
261-EN01,Clinocottus globiceps,0,0
261-EN01,Clupea pallasii,28763,1
261-EN01,Coryphaenoides filifer,0,0
261-EN01,Cottus asper,2019,1
261-EN01,Cottus cognatus,0,0
261-EN01,Cottus sp.,0,0
261-EN01,Cymatogaster aggregata,11610,1
261-EN01,Embiotoca lateralis,0,0
261-EN01,Engraulis mordax,0,0
261-EN01,Enophrys bison,0,0
261-EN01,Gadus chalcogrammus,0,0
261-EN01,Gadus macrocephalus,376,1
261-EN01,Gasterosteus aculeatus,582,1
261-EN01,Gibbonsia montereyensis,0,0
261-EN01,Glyptocephalus zachirus,0,0
261-EN01,Gobiesox maeandricus,0,0
261-EN01,Hemilepidotus hemilepidotus,1180,1
261-EN01,Hemilepidotus spinosus,0,0
261-EN01,Hexagrammos decagrammus,3798,1
261-EN01,Hexagrammos sp.,0,0
261-EN01,Hippoglossus stenolepis,0,0
261-EN01,Hydrolagus colliei,0,0
261-EN01,Icelinus borealis,0,0
261-EN01,Icosteus aenigmaticus,0,0
261-EN01,Jordania zonope,0,0
261-EN01,Lepidogobius lepidus,0,0
261-EN01,Lepidopsetta bilineata,0,0
261-EN01,Leptocottus armatus,0,0
261-EN01,Liparis florae,0,0
261-EN01,Liparis mucosus,2023,1
261-EN01,Liparis pulchellus,0,0
261-EN01,Lipolagus ochotensis,0,0
261-EN01,Lumpenus sagitta,0,0
261-EN01,Lumpenus sp.,0,0
261-EN01,Merluccius productus,0,0
261-EN01,Microstomus pacificus,0,0
261-EN01,Myoxocephalus jaok,0,0
261-EN01,Nannobrachium regale,343,1
261-EN01,Nannobrachium ritteri,0,0
261-EN01,Nautichthys oculofasciatus,0,0
261-EN01,Odontopyxis trispinosa,0,0
261-EN01,Oligocottus maculosus,1738,1
261-EN01,Oligocottus snyderi,0,0
261-EN01,Oncorhynchus clarkii lewisi,0,0
261-EN01,Oncorhynchus gorbuscha,0,0
261-EN01,Oncorhynchus keta,1612,1
261-EN01,Oncorhynchus kisutch,0,0
261-EN01,Oncorhynchus mykiss,0,0
261-EN01,Oncorhynchus nerka,0,0
261-EN01,Oncorhynchus tshawytscha,0,0
261-EN01,Ophiodon elongatus,0,0
261-EN01,Parophrys vetulus,0,0
261-EN01,Phanerodon vacca,0,0
261-EN01,Pholis gunnellus,0,0
261-EN01,Pholis laeta,1874,1
261-EN01,Pholis ornata,0,0
261-EN01,Phytichthys chirus,0,0
261-EN01,Platichthys stellatus,0,0
261-EN01,Pleuronichthys coenosus,0,0
261-EN01,Poromitra cristiceps,0,0
261-EN01,Prosopium williamsoni,0,0
261-EN01,Rhinogobiops nicholsii,1835,1
261-EN01,Rimicola muscarum,0,0
261-EN01,Salmo salar,0,0
261-EN01,Salvelinus malma,0,0
261-EN01,Sardinops sp.,0,0
261-EN01,Scorpaenichthys marmoratus,0,0
261-EN01,Sebastes sp.,3592,1
261-EN01,Stenobrachius leucopsarus,0,0
261-EN01,Stenobrachius nannochir,0,0
261-EN01,Synchirus gilli,0,0
261-EN01,Syngnathus leptorhynchus,0,0
261-EN01,Thaleichthys pacificus,0,0
261-EN01,Trichodon trichodon,0,0
261-EN01,Xiphister atropurpureus,0,0
261-EN01,no identification,0,0
268-EN01,Agonomalus mozinoi,0,0
268-EN01,Albatrossia pectoralis,0,0
268-EN01,Ammodytes personatus,2962,1
268-EN01,Ammodytes sp.,0,0
268-EN01,Anarrhichthys ocellatus,0,0
268-EN01,Anoplarchus purpurescens,0,0
268-EN01,Anoplopoma fimbria,0,0
268-EN01,Apodichthys flavidus,0,0
268-EN01,Artedius fenestralis,0,0
268-EN01,Artedius harringtoni,0,0
268-EN01,Artedius lateralis,0,0
268-EN01,Ascelichthys rhodorus,0,0
268-EN01,Aulorhynchus flavidus,0,0
268-EN01,Bathylagus pacificus,0,0
268-EN01,Blepsias cirrhosus,0,0
268-EN01,Brachyistius frenatus,0,0
268-EN01,Chauliodus macouni,0,0
268-EN01,Chitonotus pugetensis,0,0
268-EN01,Citharichthys sordidus,487,1
268-EN01,Citharichthys stigmaeus,0,0
268-EN01,Clinocottus embryum,0,0
268-EN01,Clinocottus globiceps,0,0
268-EN01,Clupea pallasii,30106,1
268-EN01,Coryphaenoides filifer,0,0
268-EN01,Cottus asper,0,0
268-EN01,Cottus cognatus,0,0
268-EN01,Cottus sp.,0,0
268-EN01,Cymatogaster aggregata,269,1
268-EN01,Embiotoca lateralis,0,0
268-EN01,Engraulis mordax,0,0
268-EN01,Enophrys bison,0,0
268-EN01,Gadus chalcogrammus,0,0
268-EN01,Gadus macrocephalus,0,0
268-EN01,Gasterosteus aculeatus,22356,1
268-EN01,Gibbonsia montereyensis,0,0
268-EN01,Glyptocephalus zachirus,0,0
268-EN01,Gobiesox maeandricus,0,0
268-EN01,Hemilepidotus hemilepidotus,0,0
268-EN01,Hemilepidotus spinosus,0,0
268-EN01,Hexagrammos decagrammus,9363,1
268-EN01,Hexagrammos sp.,0,0
268-EN01,Hippoglossus stenolepis,0,0
268-EN01,Hydrolagus colliei,0,0
268-EN01,Icelinus borealis,0,0
268-EN01,Icosteus aenigmaticus,0,0
268-EN01,Jordania zonope,0,0
268-EN01,Lepidogobius lepidus,0,0
268-EN01,Lepidopsetta bilineata,0,0
268-EN01,Leptocottus armatus,294,1
268-EN01,Liparis florae,0,0
268-EN01,Liparis mucosus,0,0
268-EN01,Liparis pulchellus,0,0
268-EN01,Lipolagus ochotensis,0,0
268-EN01,Lumpenus sagitta,0,0
268-EN01,Lumpenus sp.,0,0
268-EN01,Merluccius productus,0,0
268-EN01,Microstomus pacificus,0,0
